concept_name,concept_id,desired,comments,valid_start_date,invalid_reason,vocabulary_id,concept_code,concept_class_id,standar_concept,concept_name,domain_id
1 ML Hydrocortisone 3 MG/ML Oral Suspension,35777050,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP2778511,Quant Clinical Drug,S,1 ML Hydrocortisone 3 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 4 MG/ML Oral Suspension,35777331,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP2778792,Quant Clinical Drug,S,1 ML Hydrocortisone 4 MG/ML Oral Suspension,Drug
1 ML Hydrocortisone 2 MG/ML Oral Suspension by Drug Tariff Special Order,35777483,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP2778944,Marketed Product,S,1 ML Hydrocortisone 2 MG/ML Oral Suspension by Drug Tariff Special Order,Drug
1 ML Hydrocortisone 1 MG/ML Oral Solution by Drug Tariff Special Order,35777766,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP2779227,Marketed Product,S,1 ML Hydrocortisone 1 MG/ML Oral Solution by Drug Tariff Special Order,Drug
hydrocortisone 20 MG Oral Tablet Box of 30 by Medihealth,35885557,TRUE,,12/7/2020,,RxNorm Extension,OMOP5032843,Marketed Product,S,hydrocortisone 20 MG Oral Tablet Box of 30 by Medihealth,Drug
hydrocortisone 20 MG Oral Tablet by Medihealth,35885558,TRUE,,12/7/2020,,RxNorm Extension,OMOP5032844,Marketed Product,S,hydrocortisone 20 MG Oral Tablet by Medihealth,Drug
hydrocortisone 10 MG Oral Tablet Box of 30 by Medihealth,35885559,TRUE,,12/7/2020,,RxNorm Extension,OMOP5032845,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by Medihealth,Drug
hydrocortisone 10 MG Oral Tablet by Medihealth,35885560,TRUE,,12/7/2020,,RxNorm Extension,OMOP5032846,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Medihealth,Drug
hydrocortisone 2.5 MG Oral Tablet Box of 20 by Medihealth,35885561,TRUE,,12/7/2020,,RxNorm Extension,OMOP5032847,Marketed Product,S,hydrocortisone 2.5 MG Oral Tablet Box of 20 by Medihealth,Drug
hydrocortisone 2.5 MG Oral Tablet by Medihealth,35885562,TRUE,,12/7/2020,,RxNorm Extension,OMOP5032848,Marketed Product,S,hydrocortisone 2.5 MG Oral Tablet by Medihealth,Drug
Hydrocortisone 20 MG Extended Release Oral Tablet [Plenadren] Box of 50 by Paranova Pack,42875920,TRUE,,1/15/2020,,RxNorm Extension,OMOP4873033,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet [Plenadren] Box of 50 by Paranova Pack,Drug
1 ML hydrocortisone 0.85 MG/ML Oral Suspension,36054286,TRUE,delete,8/17/2020,,RxNorm Extension,OMOP4979506,Quant Clinical Drug,S,1 ML hydrocortisone 0.85 MG/ML Oral Suspension,Drug
1 ML hydrocortisone 2.79 MG/ML Oral Suspension,36054287,TRUE,delete,8/17/2020,,RxNorm Extension,OMOP4979507,Quant Clinical Drug,S,1 ML hydrocortisone 2.79 MG/ML Oral Suspension,Drug
1 ML hydrocortisone 1.4 MG/ML Oral Suspension,36054288,TRUE,delete,8/17/2020,,RxNorm Extension,OMOP4979508,Quant Clinical Drug,S,1 ML hydrocortisone 1.4 MG/ML Oral Suspension,Drug
hydrocortisone 20 MG Oral Tablet Box of 30 by Accord,36056900,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982363,Marketed Product,S,hydrocortisone 20 MG Oral Tablet Box of 30 by Accord,Drug
hydrocortisone 20 MG Oral Tablet Box of 30 by NorthStar Healthcare Unlimited Company,36056981,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982452,Marketed Product,S,hydrocortisone 20 MG Oral Tablet Box of 30 by NorthStar Healthcare Unlimited Company,Drug
hydrocortisone 20 MG Oral Tablet Box of 30 by Mawdsley-Brooks,36056982,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982453,Marketed Product,S,hydrocortisone 20 MG Oral Tablet Box of 30 by Mawdsley-Brooks,Drug
hydrocortisone 20 MG Oral Tablet by NorthStar Healthcare Unlimited Company,36056983,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982454,Marketed Product,S,hydrocortisone 20 MG Oral Tablet by NorthStar Healthcare Unlimited Company,Drug
hydrocortisone 20 MG Oral Tablet by Mawdsley-Brooks,36056984,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982455,Marketed Product,S,hydrocortisone 20 MG Oral Tablet by Mawdsley-Brooks,Drug
hydrocortisone 20 MG Oral Tablet by Accord,36056985,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982456,Marketed Product,S,hydrocortisone 20 MG Oral Tablet by Accord,Drug
hydrocortisone 20 MG Oral Tablet [Hydventia] Box of 30,36056986,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982457,Branded Drug Box,S,hydrocortisone 20 MG Oral Tablet [Hydventia] Box of 30,Drug
hydrocortisone 20 MG Oral Tablet [Hydventia] Box of 30 by OcXia,36056987,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982458,Marketed Product,S,hydrocortisone 20 MG Oral Tablet [Hydventia] Box of 30 by OcXia,Drug
hydrocortisone 20 MG Oral Tablet [Hydventia],36056988,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982459,Branded Drug,S,hydrocortisone 20 MG Oral Tablet [Hydventia],Drug
hydrocortisone 20 MG Oral Tablet [Hydventia] by OcXia,36056989,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982460,Marketed Product,S,hydrocortisone 20 MG Oral Tablet [Hydventia] by OcXia,Drug
hydrocortisone 20 MG [Hydventia],36056990,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982461,Branded Drug Comp,S,hydrocortisone 20 MG [Hydventia],Drug
hydrocortisone 10 MG Oral Tablet Box of 30 by Mibe,36056991,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982462,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by Mibe,Drug
hydrocortisone 10 MG Oral Tablet Box of 30 by NorthStar Healthcare Unlimited Company,36056992,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982463,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by NorthStar Healthcare Unlimited Company,Drug
hydrocortisone 10 MG Oral Tablet Box of 30 by Mawdsley-Brooks,36056993,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982464,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by Mawdsley-Brooks,Drug
hydrocortisone 10 MG Oral Tablet Box of 30 by Creo,36056994,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982465,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by Creo,Drug
hydrocortisone 10 MG Oral Tablet Box of 30 by Accord,36056995,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982466,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by Accord,Drug
hydrocortisone 10 MG Oral Tablet by NorthStar Healthcare Unlimited Company,36056996,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982467,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by NorthStar Healthcare Unlimited Company,Drug
hydrocortisone 10 MG Oral Tablet by Creo,36056997,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982468,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Creo,Drug
hydrocortisone 10 MG Oral Tablet by Accord,36056998,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982469,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Accord,Drug
hydrocortisone 10 MG Oral Tablet [Hydventia] Box of 30,36056999,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982470,Branded Drug Box,S,hydrocortisone 10 MG Oral Tablet [Hydventia] Box of 30,Drug
hydrocortisone 10 MG Oral Tablet [Hydventia] Box of 30 by OcXia,36057000,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982471,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [Hydventia] Box of 30 by OcXia,Drug
hydrocortisone 10 MG Oral Tablet [Hydventia],36057001,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982472,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [Hydventia],Drug
hydrocortisone 10 MG Oral Tablet [Hydventia] by OcXia,36057002,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982473,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [Hydventia] by OcXia,Drug
hydrocortisone 10 MG [Hydventia],36057003,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982474,Branded Drug Comp,S,hydrocortisone 10 MG [Hydventia],Drug
hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] Box of 50 by CST,36057004,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982475,Marketed Product,S,hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] Box of 50 by CST,Drug
hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] Box of 50 by Originalis B.V.,36073988,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982476,Marketed Product,S,hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] Box of 50 by Originalis B.V.,Drug
hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] by CST,36073989,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982477,Marketed Product,S,hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] by CST,Drug
hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] by Originalis B.V.,36073990,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982478,Marketed Product,S,hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] by Originalis B.V.,Drug
hydrocortisone 2.5 MG Oral Tablet Box of 20 by Mawdsley-Brooks,36073991,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982479,Marketed Product,S,hydrocortisone 2.5 MG Oral Tablet Box of 20 by Mawdsley-Brooks,Drug
hydrocortisone 2.5 MG Oral Tablet by Mawdsley-Brooks,36057005,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982480,Marketed Product,S,hydrocortisone 2.5 MG Oral Tablet by Mawdsley-Brooks,Drug
hydrocortisone 0.85 MG/ML Oral Suspension,36057008,TRUE,delete,8/17/2020,,RxNorm Extension,OMOP4982483,Clinical Drug,S,hydrocortisone 0.85 MG/ML Oral Suspension,Drug
hydrocortisone 0.85 MG/ML,36073992,TRUE,delete,8/17/2020,,RxNorm Extension,OMOP4982484,Clinical Drug Comp,S,hydrocortisone 0.85 MG/ML,Drug
hydrocortisone 2.79 MG/ML Oral Suspension,36057009,TRUE,delete,8/17/2020,,RxNorm Extension,OMOP4982485,Clinical Drug,S,hydrocortisone 2.79 MG/ML Oral Suspension,Drug
hydrocortisone 2.79 MG/ML,36057010,TRUE,delete,8/17/2020,,RxNorm Extension,OMOP4982486,Clinical Drug Comp,S,hydrocortisone 2.79 MG/ML,Drug
hydrocortisone 1.4 MG/ML Oral Suspension,36057011,TRUE,delete,8/17/2020,,RxNorm Extension,OMOP4982487,Clinical Drug,S,hydrocortisone 1.4 MG/ML Oral Suspension,Drug
hydrocortisone 1.4 MG/ML,36057012,TRUE,delete,8/17/2020,,RxNorm Extension,OMOP4982488,Clinical Drug Comp,S,hydrocortisone 1.4 MG/ML,Drug
hydrocortisone Oral Tablet [Hydventia],36057014,TRUE,,8/17/2020,,RxNorm Extension,OMOP4982490,Branded Drug Form,S,hydrocortisone Oral Tablet [Hydventia],Drug
Hydrocortisone 10 MG Oral Tablet Box of 25 by Sanofi,43032966,TRUE,,10/6/2019,,RxNorm Extension,OMOP4848013,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 25 by Sanofi,Drug
Hydrocortisone Oral Tablet [Cortril],35138307,TRUE,,3/11/2019,,RxNorm Extension,OMOP4795468,Branded Drug Form,S,Hydrocortisone Oral Tablet [Cortril],Drug
hydrocortisone 20 MG Oral Tablet by CTC Bio,2034605,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933727,Marketed Product,S,hydrocortisone 20 MG Oral Tablet by CTC Bio,Drug
hydrocortisone 10 MG Oral Tablet by Daewon,2034607,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933728,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Daewon,Drug
hydrocortisone 10 MG Oral Tablet by Jaytech,2034608,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933729,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Jaytech,Drug
hydrocortisone 10 MG Oral Tablet by Korea,2034609,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933730,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Korea,Drug
hydrocortisone 10 MG Oral Tablet by Korea United Pharm,2034610,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933731,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Korea United Pharm,Drug
hydrocortisone 10 MG Oral Tablet by Kwangdong,2034611,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933732,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Kwangdong,Drug
hydrocortisone 10 MG Oral Tablet by Seoul,2034612,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933733,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Seoul,Drug
hydrocortisone 10 MG Oral Tablet [CORTA],2034613,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933734,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [CORTA],Drug
hydrocortisone 10 MG Oral Tablet [CORTA] by Ilyang,2034614,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933735,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [CORTA] by Ilyang,Drug
hydrocortisone 10 MG Oral Tablet [CORTA] by Korea Abekseu,2034615,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933736,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [CORTA] by Korea Abekseu,Drug
hydrocortisone 10 MG Oral Tablet [DROSON],2034616,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933737,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [DROSON],Drug
hydrocortisone 10 MG Oral Tablet [DROSON] by Korea Wellpharm,2034617,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933738,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [DROSON] by Korea Wellpharm,Drug
hydrocortisone 10 MG Oral Tablet [HAROND],2034618,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933739,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HAROND],Drug
hydrocortisone 10 MG Oral Tablet [HAROND] by Dongsung,2034619,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933740,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HAROND] by Dongsung,Drug
hydrocortisone 10 MG Oral Tablet [HYCOSON],2034620,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933741,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HYCOSON],Drug
hydrocortisone 10 MG Oral Tablet [HYCOSON] by Sinil,2034621,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933742,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HYCOSON] by Sinil,Drug
hydrocortisone 10 MG Oral Tablet [HYCOT],2034622,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933743,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HYCOT],Drug
hydrocortisone 10 MG Oral Tablet [HYCOT] by Samik,2034623,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933744,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HYCOT] by Samik,Drug
hydrocortisone 10 MG Oral Tablet [HYDRA],2034624,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933745,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HYDRA],Drug
hydrocortisone 10 MG Oral Tablet [HYDRA] by Taejoon,2034625,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933746,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HYDRA] by Taejoon,Drug
hydrocortisone 10 MG Oral Tablet [HYDROSONE],2034626,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933747,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HYDROSONE],Drug
hydrocortisone 10 MG Oral Tablet [HYDROSONE] by Union Korea Pharm,2034628,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933748,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HYDROSONE] by Union Korea Pharm,Drug
hydrocortisone 10 MG Oral Tablet [HYROSINE],2034629,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933749,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HYROSINE],Drug
hydrocortisone 10 MG Oral Tablet [HYROSINE] by Daehwa,2034630,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933750,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HYROSINE] by Daehwa,Drug
hydrocortisone 10 MG Oral Tablet [ILYANG COTICO],2034631,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933751,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [ILYANG COTICO],Drug
hydrocortisone 10 MG Oral Tablet [ILYANG COTICO] by Ilyang,2034632,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933752,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [ILYANG COTICO] by Ilyang,Drug
hydrocortisone 10 MG Oral Tablet [KODISONE],2034633,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933753,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [KODISONE],Drug
hydrocortisone 10 MG Oral Tablet [KODISONE] by Sungwon Adcock,2034634,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933754,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [KODISONE] by Sungwon Adcock,Drug
hydrocortisone 10 MG Oral Tablet [KUKJE CORTISON],2034635,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933755,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [KUKJE CORTISON],Drug
hydrocortisone 10 MG Oral Tablet [KUKJE CORTISON] by Kukje,2034636,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933756,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [KUKJE CORTISON] by Kukje,Drug
hydrocortisone 10 MG Oral Tablet [ROTISON] by DHP,2034637,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933757,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [ROTISON] by DHP,Drug
hydrocortisone 10 MG Oral Tablet [ROTISON],2034638,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933758,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [ROTISON],Drug
hydrocortisone 10 MG [CORTA],2034639,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933759,Branded Drug Comp,S,hydrocortisone 10 MG [CORTA],Drug
hydrocortisone 10 MG [DROSON],2034640,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933760,Branded Drug Comp,S,hydrocortisone 10 MG [DROSON],Drug
hydrocortisone 10 MG [HAROND],2034641,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933761,Branded Drug Comp,S,hydrocortisone 10 MG [HAROND],Drug
hydrocortisone 10 MG [HYCOSON],2034642,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933762,Branded Drug Comp,S,hydrocortisone 10 MG [HYCOSON],Drug
hydrocortisone 10 MG [HYCOT],2034643,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933763,Branded Drug Comp,S,hydrocortisone 10 MG [HYCOT],Drug
hydrocortisone 10 MG [HYDRA],2034644,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933764,Branded Drug Comp,S,hydrocortisone 10 MG [HYDRA],Drug
hydrocortisone 10 MG [HYDROSONE],2034645,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933765,Branded Drug Comp,S,hydrocortisone 10 MG [HYDROSONE],Drug
hydrocortisone 10 MG [HYROSINE],2034646,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933766,Branded Drug Comp,S,hydrocortisone 10 MG [HYROSINE],Drug
hydrocortisone 10 MG [ILYANG COTICO],2034647,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933767,Branded Drug Comp,S,hydrocortisone 10 MG [ILYANG COTICO],Drug
hydrocortisone 10 MG [KODISONE],2034648,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933768,Branded Drug Comp,S,hydrocortisone 10 MG [KODISONE],Drug
hydrocortisone 10 MG [KUKJE CORTISON],2034649,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933769,Branded Drug Comp,S,hydrocortisone 10 MG [KUKJE CORTISON],Drug
hydrocortisone 10 MG [ROTISON],2034650,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933770,Branded Drug Comp,S,hydrocortisone 10 MG [ROTISON],Drug
hydrocortisone Oral Tablet [CORTA],2034695,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933816,Branded Drug Form,S,hydrocortisone Oral Tablet [CORTA],Drug
hydrocortisone Oral Tablet [DROSON],2034696,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933817,Branded Drug Form,S,hydrocortisone Oral Tablet [DROSON],Drug
hydrocortisone Oral Tablet [HAROND],2034697,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933818,Branded Drug Form,S,hydrocortisone Oral Tablet [HAROND],Drug
hydrocortisone Oral Tablet [HYCOSON],2034698,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933819,Branded Drug Form,S,hydrocortisone Oral Tablet [HYCOSON],Drug
hydrocortisone Oral Tablet [HYCOT],2034699,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933820,Branded Drug Form,S,hydrocortisone Oral Tablet [HYCOT],Drug
hydrocortisone Oral Tablet [HYDRA],2034700,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933821,Branded Drug Form,S,hydrocortisone Oral Tablet [HYDRA],Drug
hydrocortisone Oral Tablet [HYDROSONE],2034701,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933822,Branded Drug Form,S,hydrocortisone Oral Tablet [HYDROSONE],Drug
hydrocortisone Oral Tablet [HYROSINE],2034702,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933823,Branded Drug Form,S,hydrocortisone Oral Tablet [HYROSINE],Drug
hydrocortisone Oral Tablet [ILYANG COTICO],2034703,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933824,Branded Drug Form,S,hydrocortisone Oral Tablet [ILYANG COTICO],Drug
hydrocortisone Oral Tablet [KODISONE],2034704,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933825,Branded Drug Form,S,hydrocortisone Oral Tablet [KODISONE],Drug
hydrocortisone Oral Tablet [KUKJE CORTISON],2034705,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933826,Branded Drug Form,S,hydrocortisone Oral Tablet [KUKJE CORTISON],Drug
hydrocortisone Oral Tablet [ROTISON],2034706,TRUE,,7/31/2020,,RxNorm Extension,OMOP4933827,Branded Drug Form,S,hydrocortisone Oral Tablet [ROTISON],Drug
1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension,43751587,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP729472,Quant Clinical Drug,S,1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension,Drug
1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason],43823611,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP729473,Quant Branded Drug,S,1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason],Drug
1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] by Astellas,43841724,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP729474,Marketed Product,S,1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] by Astellas,Drug
1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension,43589535,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP725264,Quant Clinical Drug,S,1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension,Drug
1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension [Systral],43769507,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP725265,Quant Branded Drug,S,1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension [Systral],Drug
1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension [Systral] by Meda,43787412,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP725266,Marketed Product,S,1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension [Systral] by Meda,Drug
Hydrocortisone Oral Tablet [Hydrocortison Hoechst],43672489,TRUE,,8/24/2017,,RxNorm Extension,OMOP824290,Branded Drug Form,S,Hydrocortisone Oral Tablet [Hydrocortison Hoechst],Drug
Hydrocortisone Oral Tablet [Hydrocortison Acis],43726122,TRUE,,8/24/2017,,RxNorm Extension,OMOP824301,Branded Drug Form,S,Hydrocortisone Oral Tablet [Hydrocortison Acis],Drug
Hydrocortisone Oral Tablet [Hydrocortison Galen],43690351,TRUE,,8/24/2017,,RxNorm Extension,OMOP824323,Branded Drug Form,S,Hydrocortisone Oral Tablet [Hydrocortison Galen],Drug
Hydrocortisone Oral Suspension [Systral],43816135,TRUE,delete,8/24/2017,,RxNorm Extension,OMOP824726,Branded Drug Form,S,Hydrocortisone Oral Suspension [Systral],Drug
Hydrocortisone 10 MG [Hydrocortison Hoechst],43816136,TRUE,,8/24/2017,,RxNorm Extension,OMOP824769,Branded Drug Comp,S,Hydrocortisone 10 MG [Hydrocortison Hoechst],Drug
Hydrocortisone 10 MG [Hydrocortison Acis],43582141,TRUE,,8/24/2017,,RxNorm Extension,OMOP824780,Branded Drug Comp,S,Hydrocortisone 10 MG [Hydrocortison Acis],Drug
Hydrocortisone 10 MG [Hydrocortison Galen],43708184,TRUE,,8/24/2017,,RxNorm Extension,OMOP824802,Branded Drug Comp,S,Hydrocortisone 10 MG [Hydrocortison Galen],Drug
Hydrocortisone 10 MG Oral Tablet by Mibe,43798084,TRUE,,8/24/2017,,RxNorm Extension,OMOP824823,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Mibe,Drug
Hydrocortisone 10 MG Oral Tablet [Hydrocortison Hoechst],43600172,TRUE,,8/24/2017,,RxNorm Extension,OMOP824834,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortison Hoechst],Drug
Hydrocortisone 10 MG Oral Tablet [Hydrocortison Hoechst] by Teofarma,43636294,TRUE,,8/24/2017,,RxNorm Extension,OMOP824845,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortison Hoechst] by Teofarma,Drug
Hydrocortisone 10 MG Oral Tablet [Hydrocortison Acis],43654337,TRUE,,8/24/2017,,RxNorm Extension,OMOP824857,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortison Acis],Drug
Hydrocortisone 10 MG Oral Tablet [Hydrocortison Acis] by Acis,43726125,TRUE,,8/24/2017,,RxNorm Extension,OMOP824868,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortison Acis] by Acis,Drug
Hydrocortisone 10 MG Oral Tablet [Hydroson] by DermaPharm,43798085,TRUE,,8/24/2017,,RxNorm Extension,OMOP824890,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet [Hydroson] by DermaPharm,Drug
Hydrocortisone 10 MG Oral Tablet [Hydrocortison Galen],43762049,TRUE,,8/24/2017,,RxNorm Extension,OMOP824898,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortison Galen],Drug
