Concept Name,Concept Id,Valid Start Date,Invalid Reason,Vocabulary Id,Concept Code,Concept Class Id,Standard Concept,Concept Name,Domain Id,Valid End Date
1 ML Hydrocortisone 3.6 MG/ML Oral Suspension,35776494,2017-08-24,,RxNorm Extension,OMOP2777955,Quant Clinical Drug,S,1 ML Hydrocortisone 3.6 MG/ML Oral Suspension,Drug,2099-12-31
1 ML Hydrocortisone 1 MG/ML Oral Suspension by Drug Tariff Special Order,35776631,2017-08-24,,RxNorm Extension,OMOP2778092,Marketed Product,S,1 ML Hydrocortisone 1 MG/ML Oral Suspension by Drug Tariff Special Order,Drug,2099-12-31
1 ML Hydrocortisone 3 MG/ML Oral Suspension,35777050,2017-08-24,,RxNorm Extension,OMOP2778511,Quant Clinical Drug,S,1 ML Hydrocortisone 3 MG/ML Oral Suspension,Drug,2099-12-31
1 ML Hydrocortisone 4 MG/ML Oral Suspension,35777331,2017-08-24,,RxNorm Extension,OMOP2778792,Quant Clinical Drug,S,1 ML Hydrocortisone 4 MG/ML Oral Suspension,Drug,2099-12-31
1 ML Hydrocortisone 2 MG/ML Oral Suspension by Drug Tariff Special Order,35777483,2017-08-24,,RxNorm Extension,OMOP2778944,Marketed Product,S,1 ML Hydrocortisone 2 MG/ML Oral Suspension by Drug Tariff Special Order,Drug,2099-12-31
1 ML Hydrocortisone 1 MG/ML Oral Solution by Drug Tariff Special Order,35777766,2017-08-24,,RxNorm Extension,OMOP2779227,Marketed Product,S,1 ML Hydrocortisone 1 MG/ML Oral Solution by Drug Tariff Special Order,Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet Box of 30 by Medihealth,35885557,2020-12-07,,RxNorm Extension,OMOP5032843,Marketed Product,S,hydrocortisone 20 MG Oral Tablet Box of 30 by Medihealth,Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet by Medihealth,35885558,2020-12-07,,RxNorm Extension,OMOP5032844,Marketed Product,S,hydrocortisone 20 MG Oral Tablet by Medihealth,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet Box of 30 by Medihealth,35885559,2020-12-07,,RxNorm Extension,OMOP5032845,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by Medihealth,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet by Medihealth,35885560,2020-12-07,,RxNorm Extension,OMOP5032846,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Medihealth,Drug,2099-12-31
hydrocortisone 2.5 MG Oral Tablet Box of 20 by Medihealth,35885561,2020-12-07,,RxNorm Extension,OMOP5032847,Marketed Product,S,hydrocortisone 2.5 MG Oral Tablet Box of 20 by Medihealth,Drug,2099-12-31
hydrocortisone 2.5 MG Oral Tablet by Medihealth,35885562,2020-12-07,,RxNorm Extension,OMOP5032848,Marketed Product,S,hydrocortisone 2.5 MG Oral Tablet by Medihealth,Drug,2099-12-31
Hydrocortisone 20 MG Extended Release Oral Tablet [Plenadren] Box of 50 by Paranova Pack,42875920,2020-01-15,,RxNorm Extension,OMOP4873033,Marketed Product,S,Hydrocortisone 20 MG Extended Release Oral Tablet [Plenadren] Box of 50 by Paranova Pack,Drug,2099-12-31
1 ML hydrocortisone 0.85 MG/ML Oral Suspension,36054286,2020-08-17,,RxNorm Extension,OMOP4979506,Quant Clinical Drug,S,1 ML hydrocortisone 0.85 MG/ML Oral Suspension,Drug,2099-12-31
1 ML hydrocortisone 2.79 MG/ML Oral Suspension,36054287,2020-08-17,,RxNorm Extension,OMOP4979507,Quant Clinical Drug,S,1 ML hydrocortisone 2.79 MG/ML Oral Suspension,Drug,2099-12-31
1 ML hydrocortisone 1.4 MG/ML Oral Suspension,36054288,2020-08-17,,RxNorm Extension,OMOP4979508,Quant Clinical Drug,S,1 ML hydrocortisone 1.4 MG/ML Oral Suspension,Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet Box of 30 by Accord,36056900,2020-08-17,,RxNorm Extension,OMOP4982363,Marketed Product,S,hydrocortisone 20 MG Oral Tablet Box of 30 by Accord,Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet Box of 30 by NorthStar Healthcare Unlimited Company,36056981,2020-08-17,,RxNorm Extension,OMOP4982452,Marketed Product,S,hydrocortisone 20 MG Oral Tablet Box of 30 by NorthStar Healthcare Unlimited Company,Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet Box of 30 by Mawdsley-Brooks,36056982,2020-08-17,,RxNorm Extension,OMOP4982453,Marketed Product,S,hydrocortisone 20 MG Oral Tablet Box of 30 by Mawdsley-Brooks,Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet by NorthStar Healthcare Unlimited Company,36056983,2020-08-17,,RxNorm Extension,OMOP4982454,Marketed Product,S,hydrocortisone 20 MG Oral Tablet by NorthStar Healthcare Unlimited Company,Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet by Mawdsley-Brooks,36056984,2020-08-17,,RxNorm Extension,OMOP4982455,Marketed Product,S,hydrocortisone 20 MG Oral Tablet by Mawdsley-Brooks,Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet by Accord,36056985,2020-08-17,,RxNorm Extension,OMOP4982456,Marketed Product,S,hydrocortisone 20 MG Oral Tablet by Accord,Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet [Hydventia] Box of 30,36056986,2020-08-17,,RxNorm Extension,OMOP4982457,Branded Drug Box,S,hydrocortisone 20 MG Oral Tablet [Hydventia] Box of 30,Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet [Hydventia] Box of 30 by OcXia,36056987,2020-08-17,,RxNorm Extension,OMOP4982458,Marketed Product,S,hydrocortisone 20 MG Oral Tablet [Hydventia] Box of 30 by OcXia,Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet [Hydventia],36056988,2020-08-17,,RxNorm Extension,OMOP4982459,Branded Drug,S,hydrocortisone 20 MG Oral Tablet [Hydventia],Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet [Hydventia] by OcXia,36056989,2020-08-17,,RxNorm Extension,OMOP4982460,Marketed Product,S,hydrocortisone 20 MG Oral Tablet [Hydventia] by OcXia,Drug,2099-12-31
hydrocortisone 20 MG [Hydventia],36056990,2020-08-17,,RxNorm Extension,OMOP4982461,Branded Drug Comp,S,hydrocortisone 20 MG [Hydventia],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet Box of 30 by Mibe,36056991,2020-08-17,,RxNorm Extension,OMOP4982462,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by Mibe,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet Box of 30 by NorthStar Healthcare Unlimited Company,36056992,2020-08-17,,RxNorm Extension,OMOP4982463,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by NorthStar Healthcare Unlimited Company,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet Box of 30 by Mawdsley-Brooks,36056993,2020-08-17,,RxNorm Extension,OMOP4982464,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by Mawdsley-Brooks,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet Box of 30 by Creo,36056994,2020-08-17,,RxNorm Extension,OMOP4982465,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by Creo,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet Box of 30 by Accord,36056995,2020-08-17,,RxNorm Extension,OMOP4982466,Marketed Product,S,hydrocortisone 10 MG Oral Tablet Box of 30 by Accord,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet by NorthStar Healthcare Unlimited Company,36056996,2020-08-17,,RxNorm Extension,OMOP4982467,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by NorthStar Healthcare Unlimited Company,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet by Creo,36056997,2020-08-17,,RxNorm Extension,OMOP4982468,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Creo,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet by Accord,36056998,2020-08-17,,RxNorm Extension,OMOP4982469,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Accord,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [Hydventia] Box of 30,36056999,2020-08-17,,RxNorm Extension,OMOP4982470,Branded Drug Box,S,hydrocortisone 10 MG Oral Tablet [Hydventia] Box of 30,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [Hydventia] Box of 30 by OcXia,36057000,2020-08-17,,RxNorm Extension,OMOP4982471,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [Hydventia] Box of 30 by OcXia,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [Hydventia],36057001,2020-08-17,,RxNorm Extension,OMOP4982472,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [Hydventia],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [Hydventia] by OcXia,36057002,2020-08-17,,RxNorm Extension,OMOP4982473,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [Hydventia] by OcXia,Drug,2099-12-31
hydrocortisone 10 MG [Hydventia],36057003,2020-08-17,,RxNorm Extension,OMOP4982474,Branded Drug Comp,S,hydrocortisone 10 MG [Hydventia],Drug,2099-12-31
hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] Box of 50 by CST,36057004,2020-08-17,,RxNorm Extension,OMOP4982475,Marketed Product,S,hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] Box of 50 by CST,Drug,2099-12-31
hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] Box of 50 by Originalis B.V.,36073988,2020-08-17,,RxNorm Extension,OMOP4982476,Marketed Product,S,hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] Box of 50 by Originalis B.V.,Drug,2099-12-31
hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] by CST,36073989,2020-08-17,,RxNorm Extension,OMOP4982477,Marketed Product,S,hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] by CST,Drug,2099-12-31
hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] by Originalis B.V.,36073990,2020-08-17,,RxNorm Extension,OMOP4982478,Marketed Product,S,hydrocortisone 5 MG Extended Release Oral Tablet [Plenadren] by Originalis B.V.,Drug,2099-12-31
hydrocortisone 2.5 MG Oral Tablet Box of 20 by Mawdsley-Brooks,36073991,2020-08-17,,RxNorm Extension,OMOP4982479,Marketed Product,S,hydrocortisone 2.5 MG Oral Tablet Box of 20 by Mawdsley-Brooks,Drug,2099-12-31
hydrocortisone 2.5 MG Oral Tablet by Mawdsley-Brooks,36057005,2020-08-17,,RxNorm Extension,OMOP4982480,Marketed Product,S,hydrocortisone 2.5 MG Oral Tablet by Mawdsley-Brooks,Drug,2099-12-31
hydrocortisone 0.85 MG/ML Oral Suspension,36057008,2020-08-17,,RxNorm Extension,OMOP4982483,Clinical Drug,S,hydrocortisone 0.85 MG/ML Oral Suspension,Drug,2099-12-31
hydrocortisone 0.85 MG/ML,36073992,2020-08-17,,RxNorm Extension,OMOP4982484,Clinical Drug Comp,S,hydrocortisone 0.85 MG/ML,Drug,2099-12-31
hydrocortisone 2.79 MG/ML Oral Suspension,36057009,2020-08-17,,RxNorm Extension,OMOP4982485,Clinical Drug,S,hydrocortisone 2.79 MG/ML Oral Suspension,Drug,2099-12-31
hydrocortisone 2.79 MG/ML,36057010,2020-08-17,,RxNorm Extension,OMOP4982486,Clinical Drug Comp,S,hydrocortisone 2.79 MG/ML,Drug,2099-12-31
hydrocortisone 1.4 MG/ML Oral Suspension,36057011,2020-08-17,,RxNorm Extension,OMOP4982487,Clinical Drug,S,hydrocortisone 1.4 MG/ML Oral Suspension,Drug,2099-12-31
hydrocortisone 1.4 MG/ML,36057012,2020-08-17,,RxNorm Extension,OMOP4982488,Clinical Drug Comp,S,hydrocortisone 1.4 MG/ML,Drug,2099-12-31
hydrocortisone Oral Tablet [Hydventia],36057014,2020-08-17,,RxNorm Extension,OMOP4982490,Branded Drug Form,S,hydrocortisone Oral Tablet [Hydventia],Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet Box of 25 by Sanofi,43032966,2019-10-06,,RxNorm Extension,OMOP4848013,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet Box of 25 by Sanofi,Drug,2099-12-31
Hydrocortisone Oral Tablet [Cortril],35138307,2019-03-11,,RxNorm Extension,OMOP4795468,Branded Drug Form,S,Hydrocortisone Oral Tablet [Cortril],Drug,2099-12-31
hydrocortisone 20 MG Oral Tablet by CTC Bio,2034605,2020-07-31,,RxNorm Extension,OMOP4933727,Marketed Product,S,hydrocortisone 20 MG Oral Tablet by CTC Bio,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet by Daewon,2034607,2020-07-31,,RxNorm Extension,OMOP4933728,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Daewon,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet by Jaytech,2034608,2020-07-31,,RxNorm Extension,OMOP4933729,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Jaytech,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet by Korea,2034609,2020-07-31,,RxNorm Extension,OMOP4933730,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Korea,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet by Korea United Pharm,2034610,2020-07-31,,RxNorm Extension,OMOP4933731,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Korea United Pharm,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet by Kwangdong,2034611,2020-07-31,,RxNorm Extension,OMOP4933732,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Kwangdong,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet by Seoul,2034612,2020-07-31,,RxNorm Extension,OMOP4933733,Marketed Product,S,hydrocortisone 10 MG Oral Tablet by Seoul,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [CORTA],2034613,2020-07-31,,RxNorm Extension,OMOP4933734,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [CORTA],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [CORTA] by Ilyang,2034614,2020-07-31,,RxNorm Extension,OMOP4933735,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [CORTA] by Ilyang,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [CORTA] by Korea Abekseu,2034615,2020-07-31,,RxNorm Extension,OMOP4933736,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [CORTA] by Korea Abekseu,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [DROSON],2034616,2020-07-31,,RxNorm Extension,OMOP4933737,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [DROSON],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [DROSON] by Korea Wellpharm,2034617,2020-07-31,,RxNorm Extension,OMOP4933738,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [DROSON] by Korea Wellpharm,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HAROND],2034618,2020-07-31,,RxNorm Extension,OMOP4933739,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HAROND],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HAROND] by Dongsung,2034619,2020-07-31,,RxNorm Extension,OMOP4933740,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HAROND] by Dongsung,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HYCOSON],2034620,2020-07-31,,RxNorm Extension,OMOP4933741,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HYCOSON],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HYCOSON] by Sinil,2034621,2020-07-31,,RxNorm Extension,OMOP4933742,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HYCOSON] by Sinil,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HYCOT],2034622,2020-07-31,,RxNorm Extension,OMOP4933743,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HYCOT],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HYCOT] by Samik,2034623,2020-07-31,,RxNorm Extension,OMOP4933744,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HYCOT] by Samik,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HYDRA],2034624,2020-07-31,,RxNorm Extension,OMOP4933745,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HYDRA],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HYDRA] by Taejoon,2034625,2020-07-31,,RxNorm Extension,OMOP4933746,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HYDRA] by Taejoon,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HYDROSONE],2034626,2020-07-31,,RxNorm Extension,OMOP4933747,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HYDROSONE],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HYDROSONE] by Union Korea Pharm,2034628,2020-07-31,,RxNorm Extension,OMOP4933748,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HYDROSONE] by Union Korea Pharm,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HYROSINE],2034629,2020-07-31,,RxNorm Extension,OMOP4933749,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [HYROSINE],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [HYROSINE] by Daehwa,2034630,2020-07-31,,RxNorm Extension,OMOP4933750,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [HYROSINE] by Daehwa,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [ILYANG COTICO],2034631,2020-07-31,,RxNorm Extension,OMOP4933751,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [ILYANG COTICO],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [ILYANG COTICO] by Ilyang,2034632,2020-07-31,,RxNorm Extension,OMOP4933752,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [ILYANG COTICO] by Ilyang,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [KODISONE],2034633,2020-07-31,,RxNorm Extension,OMOP4933753,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [KODISONE],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [KODISONE] by Sungwon Adcock,2034634,2020-07-31,,RxNorm Extension,OMOP4933754,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [KODISONE] by Sungwon Adcock,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [KUKJE CORTISON],2034635,2020-07-31,,RxNorm Extension,OMOP4933755,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [KUKJE CORTISON],Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [KUKJE CORTISON] by Kukje,2034636,2020-07-31,,RxNorm Extension,OMOP4933756,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [KUKJE CORTISON] by Kukje,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [ROTISON] by DHP,2034637,2020-07-31,,RxNorm Extension,OMOP4933757,Marketed Product,S,hydrocortisone 10 MG Oral Tablet [ROTISON] by DHP,Drug,2099-12-31
hydrocortisone 10 MG Oral Tablet [ROTISON],2034638,2020-07-31,,RxNorm Extension,OMOP4933758,Branded Drug,S,hydrocortisone 10 MG Oral Tablet [ROTISON],Drug,2099-12-31
hydrocortisone 10 MG [CORTA],2034639,2020-07-31,,RxNorm Extension,OMOP4933759,Branded Drug Comp,S,hydrocortisone 10 MG [CORTA],Drug,2099-12-31
hydrocortisone 10 MG [DROSON],2034640,2020-07-31,,RxNorm Extension,OMOP4933760,Branded Drug Comp,S,hydrocortisone 10 MG [DROSON],Drug,2099-12-31
hydrocortisone 10 MG [HAROND],2034641,2020-07-31,,RxNorm Extension,OMOP4933761,Branded Drug Comp,S,hydrocortisone 10 MG [HAROND],Drug,2099-12-31
hydrocortisone 10 MG [HYCOSON],2034642,2020-07-31,,RxNorm Extension,OMOP4933762,Branded Drug Comp,S,hydrocortisone 10 MG [HYCOSON],Drug,2099-12-31
hydrocortisone 10 MG [HYCOT],2034643,2020-07-31,,RxNorm Extension,OMOP4933763,Branded Drug Comp,S,hydrocortisone 10 MG [HYCOT],Drug,2099-12-31
hydrocortisone 10 MG [HYDRA],2034644,2020-07-31,,RxNorm Extension,OMOP4933764,Branded Drug Comp,S,hydrocortisone 10 MG [HYDRA],Drug,2099-12-31
hydrocortisone 10 MG [HYDROSONE],2034645,2020-07-31,,RxNorm Extension,OMOP4933765,Branded Drug Comp,S,hydrocortisone 10 MG [HYDROSONE],Drug,2099-12-31
hydrocortisone 10 MG [HYROSINE],2034646,2020-07-31,,RxNorm Extension,OMOP4933766,Branded Drug Comp,S,hydrocortisone 10 MG [HYROSINE],Drug,2099-12-31
hydrocortisone 10 MG [ILYANG COTICO],2034647,2020-07-31,,RxNorm Extension,OMOP4933767,Branded Drug Comp,S,hydrocortisone 10 MG [ILYANG COTICO],Drug,2099-12-31
hydrocortisone 10 MG [KODISONE],2034648,2020-07-31,,RxNorm Extension,OMOP4933768,Branded Drug Comp,S,hydrocortisone 10 MG [KODISONE],Drug,2099-12-31
hydrocortisone 10 MG [KUKJE CORTISON],2034649,2020-07-31,,RxNorm Extension,OMOP4933769,Branded Drug Comp,S,hydrocortisone 10 MG [KUKJE CORTISON],Drug,2099-12-31
hydrocortisone 10 MG [ROTISON],2034650,2020-07-31,,RxNorm Extension,OMOP4933770,Branded Drug Comp,S,hydrocortisone 10 MG [ROTISON],Drug,2099-12-31
hydrocortisone Oral Tablet [CORTA],2034695,2020-07-31,,RxNorm Extension,OMOP4933816,Branded Drug Form,S,hydrocortisone Oral Tablet [CORTA],Drug,2099-12-31
hydrocortisone Oral Tablet [DROSON],2034696,2020-07-31,,RxNorm Extension,OMOP4933817,Branded Drug Form,S,hydrocortisone Oral Tablet [DROSON],Drug,2099-12-31
hydrocortisone Oral Tablet [HAROND],2034697,2020-07-31,,RxNorm Extension,OMOP4933818,Branded Drug Form,S,hydrocortisone Oral Tablet [HAROND],Drug,2099-12-31
hydrocortisone Oral Tablet [HYCOSON],2034698,2020-07-31,,RxNorm Extension,OMOP4933819,Branded Drug Form,S,hydrocortisone Oral Tablet [HYCOSON],Drug,2099-12-31
hydrocortisone Oral Tablet [HYCOT],2034699,2020-07-31,,RxNorm Extension,OMOP4933820,Branded Drug Form,S,hydrocortisone Oral Tablet [HYCOT],Drug,2099-12-31
hydrocortisone Oral Tablet [HYDRA],2034700,2020-07-31,,RxNorm Extension,OMOP4933821,Branded Drug Form,S,hydrocortisone Oral Tablet [HYDRA],Drug,2099-12-31
hydrocortisone Oral Tablet [HYDROSONE],2034701,2020-07-31,,RxNorm Extension,OMOP4933822,Branded Drug Form,S,hydrocortisone Oral Tablet [HYDROSONE],Drug,2099-12-31
hydrocortisone Oral Tablet [HYROSINE],2034702,2020-07-31,,RxNorm Extension,OMOP4933823,Branded Drug Form,S,hydrocortisone Oral Tablet [HYROSINE],Drug,2099-12-31
hydrocortisone Oral Tablet [ILYANG COTICO],2034703,2020-07-31,,RxNorm Extension,OMOP4933824,Branded Drug Form,S,hydrocortisone Oral Tablet [ILYANG COTICO],Drug,2099-12-31
hydrocortisone Oral Tablet [KODISONE],2034704,2020-07-31,,RxNorm Extension,OMOP4933825,Branded Drug Form,S,hydrocortisone Oral Tablet [KODISONE],Drug,2099-12-31
hydrocortisone Oral Tablet [KUKJE CORTISON],2034705,2020-07-31,,RxNorm Extension,OMOP4933826,Branded Drug Form,S,hydrocortisone Oral Tablet [KUKJE CORTISON],Drug,2099-12-31
hydrocortisone Oral Tablet [ROTISON],2034706,2020-07-31,,RxNorm Extension,OMOP4933827,Branded Drug Form,S,hydrocortisone Oral Tablet [ROTISON],Drug,2099-12-31
1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension,43751587,2017-08-24,,RxNorm Extension,OMOP729472,Quant Clinical Drug,S,1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension,Drug,2099-12-31
1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason],43823611,2017-08-24,,RxNorm Extension,OMOP729473,Quant Branded Drug,S,1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason],Drug,2099-12-31
1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] by Astellas,43841724,2017-08-24,,RxNorm Extension,OMOP729474,Marketed Product,S,1000 MG Hydrocortisone 0.001 MG/MG Oral Suspension [Alfason] by Astellas,Drug,2099-12-31
1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension,43589535,2017-08-24,,RxNorm Extension,OMOP725264,Quant Clinical Drug,S,1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension,Drug,2099-12-31
1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension [Systral],43769507,2017-08-24,,RxNorm Extension,OMOP725265,Quant Branded Drug,S,1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension [Systral],Drug,2099-12-31
1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension [Systral] by Meda,43787412,2017-08-24,,RxNorm Extension,OMOP725266,Marketed Product,S,1000 MG Hydrocortisone 0.0025 MG/MG Oral Suspension [Systral] by Meda,Drug,2099-12-31
Hydrocortisone Oral Tablet [Hydrocortison Hoechst],43672489,2017-08-24,,RxNorm Extension,OMOP824290,Branded Drug Form,S,Hydrocortisone Oral Tablet [Hydrocortison Hoechst],Drug,2099-12-31
Hydrocortisone Oral Tablet [Hydrocortison Acis],43726122,2017-08-24,,RxNorm Extension,OMOP824301,Branded Drug Form,S,Hydrocortisone Oral Tablet [Hydrocortison Acis],Drug,2099-12-31
Hydrocortisone Oral Tablet [Hydrocortison Galen],43690351,2017-08-24,,RxNorm Extension,OMOP824323,Branded Drug Form,S,Hydrocortisone Oral Tablet [Hydrocortison Galen],Drug,2099-12-31
Hydrocortisone Oral Suspension [Systral],43816135,2017-08-24,,RxNorm Extension,OMOP824726,Branded Drug Form,S,Hydrocortisone Oral Suspension [Systral],Drug,2099-12-31
Hydrocortisone 10 MG [Hydrocortison Hoechst],43816136,2017-08-24,,RxNorm Extension,OMOP824769,Branded Drug Comp,S,Hydrocortisone 10 MG [Hydrocortison Hoechst],Drug,2099-12-31
Hydrocortisone 10 MG [Hydrocortison Acis],43582141,2017-08-24,,RxNorm Extension,OMOP824780,Branded Drug Comp,S,Hydrocortisone 10 MG [Hydrocortison Acis],Drug,2099-12-31
Hydrocortisone 10 MG [Hydrocortison Galen],43708184,2017-08-24,,RxNorm Extension,OMOP824802,Branded Drug Comp,S,Hydrocortisone 10 MG [Hydrocortison Galen],Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet by Mibe,43798084,2017-08-24,,RxNorm Extension,OMOP824823,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet by Mibe,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [Hydrocortison Hoechst],43600172,2017-08-24,,RxNorm Extension,OMOP824834,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortison Hoechst],Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [Hydrocortison Hoechst] by Teofarma,43636294,2017-08-24,,RxNorm Extension,OMOP824845,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortison Hoechst] by Teofarma,Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [Hydrocortison Acis],43654337,2017-08-24,,RxNorm Extension,OMOP824857,Branded Drug,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortison Acis],Drug,2099-12-31
Hydrocortisone 10 MG Oral Tablet [Hydrocortison Acis] by Acis,43726125,2017-08-24,,RxNorm Extension,OMOP824868,Marketed Product,S,Hydrocortisone 10 MG Oral Tablet [Hydrocortison Acis] by Acis,Drug,2099-12-31
