concept_name,concept_id,valid_start_date,invalid_reason,vocabulary_id,concept_code,concept_class_id,standar_concept,concept_name,domain_id,valid_end_date
50000 MG Amfomycin 0.005 MG/MG / Framycetin 0.005 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,41501366,2017-08-24,,RxNorm Extension,OMOP2699328,Quant Clinical Drug,S,50000 MG Amfomycin 0.005 MG/MG / Framycetin 0.005 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment,Drug,2099-12-31
50000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydrodexan] Box of 1,41501448,2017-08-24,,RxNorm Extension,OMOP2699410,Quant Branded Box,S,50000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydrodexan] Box of 1,Drug,2099-12-31
50000 MG Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.0033 MG/MG / Vitamin A 0.5 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment [Sanatison] Box of 10,41501518,2017-08-24,,RxNorm Extension,OMOP2699480,Quant Branded Box,S,50000 MG Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.0033 MG/MG / Vitamin A 0.5 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment [Sanatison] Box of 10,Drug,2099-12-31
50000 MG bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Cream [Soventol],41501544,2017-08-24,,RxNorm Extension,OMOP2699506,Quant Branded Drug,S,50000 MG bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Cream [Soventol],Drug,2099-12-31
50000 MG bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Cream [Soventol] Box of 1 by Abbvie,41501637,2017-08-24,,RxNorm Extension,OMOP2699599,Marketed Product,S,50000 MG bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Cream [Soventol] Box of 1 by Abbvie,Drug,2099-12-31
"70000 MG 2,2-Dimethyl-1,3-Dioxolane-4-Methanol 0.055 MG/MG / Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.001 MG/MG / isopropyl myristate 0.002 MG/MG Topical Solution [Enax H Gyn]",41502806,2017-08-24,,RxNorm Extension,OMOP2700768,Quant Branded Drug,S,"70000 MG 2,2-Dimethyl-1,3-Dioxolane-4-Methanol 0.055 MG/MG / Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.001 MG/MG / isopropyl myristate 0.002 MG/MG Topical Solution [Enax H Gyn]",Drug,2099-12-31
"70000 MG 2,2-Dimethyl-1,3-Dioxolane-4-Methanol 0.055 MG/MG / Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.001 MG/MG / isopropyl myristate 0.002 MG/MG Topical Solution",41502953,2017-08-24,,RxNorm Extension,OMOP2700915,Quant Clinical Drug,S,"70000 MG 2,2-Dimethyl-1,3-Dioxolane-4-Methanol 0.055 MG/MG / Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.001 MG/MG / isopropyl myristate 0.002 MG/MG Topical Solution",Drug,2099-12-31
"70000 MG 2,2-Dimethyl-1,3-Dioxolane-4-Methanol 0.055 MG/MG / Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.001 MG/MG / isopropyl myristate 0.002 MG/MG Topical Solution [Enax H Gyn] Box of 1",41503114,2017-08-24,,RxNorm Extension,OMOP2701076,Quant Branded Box,S,"70000 MG 2,2-Dimethyl-1,3-Dioxolane-4-Methanol 0.055 MG/MG / Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.001 MG/MG / isopropyl myristate 0.002 MG/MG Topical Solution [Enax H Gyn] Box of 1",Drug,2099-12-31
"70000 MG 2,2-Dimethyl-1,3-Dioxolane-4-Methanol 0.055 MG/MG / Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.001 MG/MG / isopropyl myristate 0.002 MG/MG Topical Solution Box of 1",41503304,2017-08-24,,RxNorm Extension,OMOP2701266,Quant Clinical Box,S,"70000 MG 2,2-Dimethyl-1,3-Dioxolane-4-Methanol 0.055 MG/MG / Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.001 MG/MG / isopropyl myristate 0.002 MG/MG Topical Solution Box of 1",Drug,2099-12-31
80000 MG Hydrocortisone 0.02 MG/MG / Oxytetracycline 0.06 MG/MG / Polymyxin B 20 UNT/MG Topical Solution [Terracortril],41504011,2017-08-24,,RxNorm Extension,OMOP2701973,Quant Branded Drug,S,80000 MG Hydrocortisone 0.02 MG/MG / Oxytetracycline 0.06 MG/MG / Polymyxin B 20 UNT/MG Topical Solution [Terracortril],Drug,2099-12-31
80000 MG Hydrocortisone 0.002 MG/MG / Oxytetracycline 0.00648 MG/MG / Polymyxin B 0.002 UNT/MG Topical Solution Box of 5,41504066,2017-08-24,,RxNorm Extension,OMOP2702028,Quant Clinical Box,S,80000 MG Hydrocortisone 0.002 MG/MG / Oxytetracycline 0.00648 MG/MG / Polymyxin B 0.002 UNT/MG Topical Solution Box of 5,Drug,2099-12-31
80000 MG Hydrocortisone 0.02 MG/MG / Oxytetracycline 0.06 MG/MG / Polymyxin B 20 UNT/MG Topical Solution [Terracortril] Box of 5,41504132,2017-08-24,,RxNorm Extension,OMOP2702094,Quant Branded Box,S,80000 MG Hydrocortisone 0.02 MG/MG / Oxytetracycline 0.06 MG/MG / Polymyxin B 20 UNT/MG Topical Solution [Terracortril] Box of 5,Drug,2099-12-31
80000 MG Hydrocortisone 0.002 MG/MG / Oxytetracycline 0.00648 MG/MG / Polymyxin B 0.002 UNT/MG Topical Solution [Terracortril] Box of 5,41504193,2017-08-24,,RxNorm Extension,OMOP2702155,Quant Branded Box,S,80000 MG Hydrocortisone 0.002 MG/MG / Oxytetracycline 0.00648 MG/MG / Polymyxin B 0.002 UNT/MG Topical Solution [Terracortril] Box of 5,Drug,2099-12-31
80000 MG Hydrocortisone 0.002 MG/MG / Oxytetracycline 0.00648 MG/MG / Polymyxin B 0.002 UNT/MG Topical Solution [Terracortril],41504194,2017-08-24,,RxNorm Extension,OMOP2702156,Quant Branded Drug,S,80000 MG Hydrocortisone 0.002 MG/MG / Oxytetracycline 0.00648 MG/MG / Polymyxin B 0.002 UNT/MG Topical Solution [Terracortril],Drug,2099-12-31
80000 MG Hydrocortisone 0.002 MG/MG / Oxytetracycline 0.00648 MG/MG / Polymyxin B 0.002 UNT/MG Topical Solution,41504240,2017-08-24,,RxNorm Extension,OMOP2702202,Quant Clinical Drug,S,80000 MG Hydrocortisone 0.002 MG/MG / Oxytetracycline 0.00648 MG/MG / Polymyxin B 0.002 UNT/MG Topical Solution,Drug,2099-12-31
80000 MG Hydrocortisone 0.02 MG/MG / Oxytetracycline 0.06 MG/MG / Polymyxin B 20 UNT/MG Topical Solution Box of 5,41504271,2017-08-24,,RxNorm Extension,OMOP2702233,Quant Clinical Box,S,80000 MG Hydrocortisone 0.02 MG/MG / Oxytetracycline 0.06 MG/MG / Polymyxin B 20 UNT/MG Topical Solution Box of 5,Drug,2099-12-31
80000 MG Hydrocortisone 0.02 MG/MG / Oxytetracycline 0.06 MG/MG / Polymyxin B 20 UNT/MG Topical Solution,41504342,2017-08-24,,RxNorm Extension,OMOP2702304,Quant Clinical Drug,S,80000 MG Hydrocortisone 0.02 MG/MG / Oxytetracycline 0.06 MG/MG / Polymyxin B 20 UNT/MG Topical Solution,Drug,2099-12-31
99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment,41505131,2017-08-24,,RxNorm Extension,OMOP2703093,Quant Clinical Drug,S,99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment,Drug,2099-12-31
99300 MG Hydrocortisone 0.005 MG/MG / Sodium 0.04 MG/MG / Urea 0.04 MG/MG Topical Cream Box of 1,41505132,2017-08-24,,RxNorm Extension,OMOP2703094,Quant Clinical Box,S,99300 MG Hydrocortisone 0.005 MG/MG / Sodium 0.04 MG/MG / Urea 0.04 MG/MG Topical Cream Box of 1,Drug,2099-12-31
99300 MG boric acid 0.03 MG/MG / Hexachlorophene 0.002 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment,41505179,2017-08-24,,RxNorm Extension,OMOP2703141,Quant Clinical Drug,S,99300 MG boric acid 0.03 MG/MG / Hexachlorophene 0.002 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment,Drug,2099-12-31
99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Hydrodexan] Box of 10,41505271,2017-08-24,,RxNorm Extension,OMOP2703233,Quant Branded Box,S,99300 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment [Hydrodexan] Box of 10,Drug,2099-12-31
20000 MG Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream [Systrason] Box of 10,41486518,2017-08-24,,RxNorm Extension,OMOP2684480,Quant Branded Box,S,20000 MG Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream [Systrason] Box of 10,Drug,2099-12-31
20000 MG diphenylpyraline 0.001 MG/MG / Framycetin 0.0042 MG/MG / Hydrocortisone 0.005 MG/MG Topical Cream [Topoderm N] Box of 1 by Gepepharm,41486581,2017-08-24,,RxNorm Extension,OMOP2684543,Marketed Product,S,20000 MG diphenylpyraline 0.001 MG/MG / Framycetin 0.0042 MG/MG / Hydrocortisone 0.005 MG/MG Topical Cream [Topoderm N] Box of 1 by Gepepharm,Drug,2099-12-31
20000 MG Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG / Polymyxin B 0.01 UNT/MG Topical Ointment,41486623,2017-08-24,,RxNorm Extension,OMOP2684585,Quant Clinical Drug,S,20000 MG Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG / Polymyxin B 0.01 UNT/MG Topical Ointment,Drug,2099-12-31
20000 MG Hydrocortisone 0.005 MG/MG / Lindane 0.02 MG/MG / Sulfacetamide 0.1 MG/MG Topical Ointment Box of 10,41486625,2017-08-24,,RxNorm Extension,OMOP2684587,Quant Clinical Box,S,20000 MG Hydrocortisone 0.005 MG/MG / Lindane 0.02 MG/MG / Sulfacetamide 0.1 MG/MG Topical Ointment Box of 10,Drug,2099-12-31
20000 MG Dequalinium 0.004 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Ointment,41486637,2017-08-24,,RxNorm Extension,OMOP2684599,Quant Clinical Drug,S,20000 MG Dequalinium 0.004 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Ointment,Drug,2099-12-31
20000 MG Hydrocortisone 0.01 MG/MG / Medrylamine 0.02 MG/MG Topical Ointment [Corti Postafen],41486701,2017-08-24,,RxNorm Extension,OMOP2684663,Quant Branded Drug,S,20000 MG Hydrocortisone 0.01 MG/MG / Medrylamine 0.02 MG/MG Topical Ointment [Corti Postafen],Drug,2099-12-31
20000 MG Clemizole 0.025 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Schericur],41486738,2017-08-24,,RxNorm Extension,OMOP2684700,Quant Branded Drug,S,20000 MG Clemizole 0.025 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Schericur],Drug,2099-12-31
20000 MG Cetylpyridinium 0.0075 MG/MG / Hydrocortisone 0.005 MG/MG / Tyrothricin 0.0005 MG/MG Topical Ointment [Ekzemex],41486743,2017-08-24,,RxNorm Extension,OMOP2684705,Quant Branded Drug,S,20000 MG Cetylpyridinium 0.0075 MG/MG / Hydrocortisone 0.005 MG/MG / Tyrothricin 0.0005 MG/MG Topical Ointment [Ekzemex],Drug,2099-12-31
20000 MG Hydrocortisone 0.01 MG/MG / Medrylamine 0.02 MG/MG Topical Ointment,41486822,2017-08-24,,RxNorm Extension,OMOP2684784,Quant Clinical Drug,S,20000 MG Hydrocortisone 0.01 MG/MG / Medrylamine 0.02 MG/MG Topical Ointment,Drug,2099-12-31
20000 MG Hydrocortisone 0.005 MG/MG / Lindane 0.02 MG/MG / Sulfacetamide 0.1 MG/MG Topical Ointment Box of 1,41486823,2017-08-24,,RxNorm Extension,OMOP2684785,Quant Clinical Box,S,20000 MG Hydrocortisone 0.005 MG/MG / Lindane 0.02 MG/MG / Sulfacetamide 0.1 MG/MG Topical Ointment Box of 1,Drug,2099-12-31
20000 MG Hexachlorophene 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment Box of 1,41486826,2017-08-24,,RxNorm Extension,OMOP2684788,Quant Clinical Box,S,20000 MG Hexachlorophene 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment Box of 1,Drug,2099-12-31
20000 MG Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream Box of 10,41486845,2017-08-24,,RxNorm Extension,OMOP2684807,Quant Clinical Box,S,20000 MG Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream Box of 10,Drug,2099-12-31
20000 MG bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Cream,41486858,2017-08-24,,RxNorm Extension,OMOP2684820,Quant Clinical Drug,S,20000 MG bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Cream,Drug,2099-12-31
20000 MG Aesculus hippocastanum bark extract 0.002 MG/MG / Bismuth 0.005 MG/MG / Caseins 0.01 MG/MG / Hamamelis virginiana whole extract 0.01 MG/MG / Hydrocortisone 0.0025 MG/MG / polidocanol 0.04 MG/MG / Zinc Oxide 0.1 MG/MG Topical Ointment,41486863,2017-08-24,,RxNorm Extension,OMOP2684825,Quant Clinical Drug,S,20000 MG Aesculus hippocastanum bark extract 0.002 MG/MG / Bismuth 0.005 MG/MG / Caseins 0.01 MG/MG / Hamamelis virginiana whole extract 0.01 MG/MG / Hydrocortisone 0.0025 MG/MG / polidocanol 0.04 MG/MG / Zinc Oxide 0.1 MG/MG Topical Ointment,Drug,2099-12-31
20000 MG Hexachlorophene 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Scheroson F] Box of 20,41486915,2017-08-24,,RxNorm Extension,OMOP2684877,Quant Branded Box,S,20000 MG Hexachlorophene 0.01 MG/MG / Hydrocortisone 0.01 MG/MG Topical Ointment [Scheroson F] Box of 20,Drug,2099-12-31
20000 MG Dexamethasone 0.0001 MG/MG / Hexachlorophene 0.005 MG/MG / Hydrocortisone 0.0025 MG/MG / Natamycin 0.003 MG/MG / Vitamin A 0.3 UNT/MG / Vitamin E 0.002 MG/MG Topical Ointment [Delta Pimafucort] Box of 1,41486930,2017-08-24,,RxNorm Extension,OMOP2684892,Quant Branded Box,S,20000 MG Dexamethasone 0.0001 MG/MG / Hexachlorophene 0.005 MG/MG / Hydrocortisone 0.0025 MG/MG / Natamycin 0.003 MG/MG / Vitamin A 0.3 UNT/MG / Vitamin E 0.002 MG/MG Topical Ointment [Delta Pimafucort] Box of 1,Drug,2099-12-31
20000 MG Aesculus hippocastanum bark extract 0.002 MG/MG / Bismuth 0.005 MG/MG / Hamamelis virginiana whole extract 0.01 MG/MG / Hydrocortisone 0.0025 MG/MG / polidocanol 0.04 MG/MG / Zinc Oxide 0.1 MG/MG Topical Ointment [Fissan] Box of 1,41486959,2017-08-24,,RxNorm Extension,OMOP2684921,Quant Branded Box,S,20000 MG Aesculus hippocastanum bark extract 0.002 MG/MG / Bismuth 0.005 MG/MG / Hamamelis virginiana whole extract 0.01 MG/MG / Hydrocortisone 0.0025 MG/MG / polidocanol 0.04 MG/MG / Zinc Oxide 0.1 MG/MG Topical Ointment [Fissan] Box of 1,Drug,2099-12-31
20000 MG diphenylpyraline 0.001 MG/MG / Framycetin 0.0042 MG/MG / Hydrocortisone 0.005 MG/MG Topical Cream Box of 1,41487045,2017-08-24,,RxNorm Extension,OMOP2685007,Quant Clinical Box,S,20000 MG diphenylpyraline 0.001 MG/MG / Framycetin 0.0042 MG/MG / Hydrocortisone 0.005 MG/MG Topical Cream Box of 1,Drug,2099-12-31
20000 MG Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream,41487058,2017-08-24,,RxNorm Extension,OMOP2685020,Quant Clinical Drug,S,20000 MG Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream,Drug,2099-12-31
20000 MG heparin 0.05 UNT/MG / Hydrocortisone 0.0033 MG/MG / polidocanol 0.03 MG/MG / Thiamine 0.001 MG/MG / Tyrothricin 0.001 MG/MG / Vitamin A 0.33 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment,41487253,2017-08-24,,RxNorm Extension,OMOP2685215,Quant Clinical Drug,S,20000 MG heparin 0.05 UNT/MG / Hydrocortisone 0.0033 MG/MG / polidocanol 0.03 MG/MG / Thiamine 0.001 MG/MG / Tyrothricin 0.001 MG/MG / Vitamin A 0.33 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment,Drug,2099-12-31
20000 MG Clemizole 0.025 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment Box of 1,41487271,2017-08-24,,RxNorm Extension,OMOP2685233,Quant Clinical Box,S,20000 MG Clemizole 0.025 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment Box of 1,Drug,2099-12-31
20000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydrodexan],41487331,2017-08-24,,RxNorm Extension,OMOP2685293,Quant Branded Drug,S,20000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Cream [Hydrodexan],Drug,2099-12-31
20000 MG Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG / Polymyxin B 0.01 UNT/MG Topical Ointment [Terracortril],41487332,2017-08-24,,RxNorm Extension,OMOP2685294,Quant Branded Drug,S,20000 MG Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG / Polymyxin B 0.01 UNT/MG Topical Ointment [Terracortril],Drug,2099-12-31
20000 MG Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.0033 MG/MG / Vitamin A 0.5 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment [Sanatison] Box of 1,41487377,2017-08-24,,RxNorm Extension,OMOP2685339,Quant Branded Box,S,20000 MG Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.0033 MG/MG / Vitamin A 0.5 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment [Sanatison] Box of 1,Drug,2099-12-31
20000 MG Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream [Systrason] Box of 1,41487378,2017-08-24,,RxNorm Extension,OMOP2685340,Quant Branded Box,S,20000 MG Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream [Systrason] Box of 1,Drug,2099-12-31
20000 MG Clemizole 0.025 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Schericur] Box of 1 by Bayer,41487449,2017-08-24,,RxNorm Extension,OMOP2685411,Marketed Product,S,20000 MG Clemizole 0.025 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Ointment [Schericur] Box of 1 by Bayer,Drug,2099-12-31
20000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment,41487476,2017-08-24,,RxNorm Extension,OMOP2685438,Quant Clinical Drug,S,20000 MG Hydrocortisone 0.01 MG/MG / Urea 0.1 MG/MG Topical Ointment,Drug,2099-12-31
20000 MG Hydrocortisone 0.01 MG/MG / Medrylamine 0.02 MG/MG Topical Ointment Box of 1,41487477,2017-08-24,,RxNorm Extension,OMOP2685439,Quant Clinical Box,S,20000 MG Hydrocortisone 0.01 MG/MG / Medrylamine 0.02 MG/MG Topical Ointment Box of 1,Drug,2099-12-31
20000 MG heparin 0.05 UNT/MG / Hydrocortisone 0.0033 MG/MG / polidocanol 0.03 MG/MG / Thiamine 0.001 MG/MG / Tyrothricin 0.001 MG/MG / Vitamin A 0.33 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment Box of 1,41487480,2017-08-24,,RxNorm Extension,OMOP2685442,Quant Clinical Box,S,20000 MG heparin 0.05 UNT/MG / Hydrocortisone 0.0033 MG/MG / polidocanol 0.03 MG/MG / Thiamine 0.001 MG/MG / Tyrothricin 0.001 MG/MG / Vitamin A 0.33 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment Box of 1,Drug,2099-12-31
20000 MG Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.01 MG/MG / Vitamin A 0.5 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment,41487502,2017-08-24,,RxNorm Extension,OMOP2685464,Quant Clinical Drug,S,20000 MG Cetylpyridinium 0.001 MG/MG / Hydrocortisone 0.01 MG/MG / Vitamin A 0.5 UNT/MG / Vitamin E 0.001 MG/MG Topical Ointment,Drug,2099-12-31
20000 MG Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream Box of 1,41487503,2017-08-24,,RxNorm Extension,OMOP2685465,Quant Clinical Box,S,20000 MG Cetylpyridinium 0.001 MG/MG / chlorphenoxamine 0.009 MG/MG / Hydrocortisone 0.0075 MG/MG Topical Cream Box of 1,Drug,2099-12-31
20000 MG Aesculus hippocastanum bark extract 0.002 MG/MG / Bismuth 0.005 MG/MG / Caseins 0.01 MG/MG / Hamamelis virginiana whole extract 0.01 MG/MG / Hydrocortisone 0.0025 MG/MG / polidocanol 0.04 MG/MG / ... Topical Ointment Box of 1,41487519,2017-08-24,,RxNorm Extension,OMOP2685481,Quant Clinical Box,S,20000 MG Aesculus hippocastanum bark extract 0.002 MG/MG / Bismuth 0.005 MG/MG / Caseins 0.01 MG/MG / Hamamelis virginiana whole extract 0.01 MG/MG / Hydrocortisone 0.0025 MG/MG / polidocanol 0.04 MG/MG / ... Topical Ointment Box of 1,Drug,2099-12-31
20000 MG Hydrocortisone 0.005 MG/MG / Lindane 0.02 MG/MG / Sulfacetamide 0.1 MG/MG Topical Cream [Munitren],41487565,2017-08-24,,RxNorm Extension,OMOP2685527,Quant Branded Drug,S,20000 MG Hydrocortisone 0.005 MG/MG / Lindane 0.02 MG/MG / Sulfacetamide 0.1 MG/MG Topical Cream [Munitren],Drug,2099-12-31
20000 MG Hydrocortisone 0.005 MG/MG / Lindane 0.02 MG/MG / Sulfacetamide 0.1 MG/MG Topical Ointment [Munitren] Box of 1,41487566,2017-08-24,,RxNorm Extension,OMOP2685528,Quant Branded Box,S,20000 MG Hydrocortisone 0.005 MG/MG / Lindane 0.02 MG/MG / Sulfacetamide 0.1 MG/MG Topical Ointment [Munitren] Box of 1,Drug,2099-12-31
20000 MG Hydrocortisone 0.005 MG/MG / Kanamycin 0.0062 MG/MG Topical Ointment [Kanamyson],41487567,2017-08-24,,RxNorm Extension,OMOP2685529,Quant Branded Drug,S,20000 MG Hydrocortisone 0.005 MG/MG / Kanamycin 0.0062 MG/MG Topical Ointment [Kanamyson],Drug,2099-12-31
20000 MG Cetylpyridinium 0.0075 MG/MG / Hydrocortisone 0.005 MG/MG / Tyrothricin 0.0005 MG/MG Topical Ointment [Ekzemex] Box of 1,41487606,2017-08-24,,RxNorm Extension,OMOP2685568,Quant Branded Box,S,20000 MG Cetylpyridinium 0.0075 MG/MG / Hydrocortisone 0.005 MG/MG / Tyrothricin 0.0005 MG/MG Topical Ointment [Ekzemex] Box of 1,Drug,2099-12-31
20000 MG bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Cream [Soventol] Box of 1,41487619,2017-08-24,,RxNorm Extension,OMOP2685581,Quant Branded Box,S,20000 MG bamipine 0.02 MG/MG / Hydrocortisone 0.0025 MG/MG Topical Cream [Soventol] Box of 1,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 14 by Kohlpharma,41487700,2017-08-24,,RxNorm Extension,OMOP2685662,Marketed Product,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 14 by Kohlpharma,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray Box of 1,41487701,2017-08-24,,RxNorm Extension,OMOP2685663,Quant Clinical Box,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray Box of 1,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] by Axicorp,41487702,2017-08-24,,RxNorm Extension,OMOP2685664,Marketed Product,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] by Axicorp,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] by Aca Mueller,41487703,2017-08-24,,RxNorm Extension,OMOP2685665,Marketed Product,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] by Aca Mueller,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 14,41487704,2017-08-24,,RxNorm Extension,OMOP2685666,Quant Branded Box,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 14,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 14 by Axicorp,41487705,2017-08-24,,RxNorm Extension,OMOP2685667,Marketed Product,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 14 by Axicorp,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] by Gerke,41487706,2017-08-24,,RxNorm Extension,OMOP2685668,Marketed Product,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] by Gerke,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 1 by Orifarm Leverkus,41487707,2017-08-24,,RxNorm Extension,OMOP2685669,Marketed Product,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 1 by Orifarm Leverkus,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 28,41487708,2017-08-24,,RxNorm Extension,OMOP2685670,Quant Branded Box,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 28,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 1,41487709,2017-08-24,,RxNorm Extension,OMOP2685671,Quant Branded Box,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 1,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 14 by Beragena,41487710,2017-08-24,,RxNorm Extension,OMOP2685672,Marketed Product,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 14 by Beragena,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 2 by Kohlpharma,41487711,2017-08-24,,RxNorm Extension,OMOP2685673,Marketed Product,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray [Colifoam] Box of 2 by Kohlpharma,Drug,2099-12-31
20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray Box of 14,41487712,2017-08-24,,RxNorm Extension,OMOP2685674,Quant Clinical Box,S,20800 MG Hydrocortisone 0.1 MG/MG Rectal Spray Box of 14,Drug,2099-12-31
