concept_name,concept_id,valid_start_date,invalid_reason,vocabulary_id,concept_code,concept_class_id,standar_concept,concept_name,domain_id,valid_end_date
prednisolone 5 MG Oral Tablet [Prednicorm] Box of 100,41216086,2017-08-24,,RxNorm Extension,OMOP2414048,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Prednicorm] Box of 100,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Dermosolon] Box of 50,41216087,2017-08-24,,RxNorm Extension,OMOP2414049,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Dermosolon] Box of 50,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Dermosolon] Box of 20,41216088,2017-08-24,,RxNorm Extension,OMOP2414050,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Dermosolon] Box of 20,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Decortin] Box of 30,41216089,2017-08-24,,RxNorm Extension,OMOP2414051,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Decortin] Box of 30,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Decortin] Box of 20,41216103,2017-08-24,,RxNorm Extension,OMOP2414065,Branded Drug Box,S,prednisolone 10 MG Oral Tablet [Decortin] Box of 20,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Decortin],41247107,2017-08-24,,RxNorm Extension,OMOP2445069,Branded Drug,S,prednisolone 50 MG Oral Tablet [Decortin],Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Rotexmedica] Box of 50,41247114,2017-08-24,,RxNorm Extension,OMOP2445076,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Prednisolon Rotexmedica] Box of 50,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Merck] Box of 50,41247115,2017-08-24,,RxNorm Extension,OMOP2445077,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Prednisolon Merck] Box of 50,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Lentia],41247116,2017-08-24,,RxNorm Extension,OMOP2445078,Branded Drug,S,prednisolone 5 MG Oral Tablet [Prednisolon Lentia],Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Predni Blue] Box of 100,41247117,2017-08-24,,RxNorm Extension,OMOP2445079,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Predni Blue] Box of 100,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Decortin] Box of 1200,41247118,2017-08-24,,RxNorm Extension,OMOP2445080,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Decortin] Box of 1200,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Predni H] Box of 5000,41247134,2017-08-24,,RxNorm Extension,OMOP2445096,Branded Drug Box,S,prednisolone 10 MG Oral Tablet [Predni H] Box of 5000,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Decortin] Box of 100,41247135,2017-08-24,,RxNorm Extension,OMOP2445097,Branded Drug Box,S,prednisolone 10 MG Oral Tablet [Decortin] Box of 100,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Prednisolon Merck] Box of 10 by Mylan,41258021,2017-08-24,,RxNorm Extension,OMOP2455983,Marketed Product,S,prednisolone 50 MG Oral Tablet [Prednisolon Merck] Box of 10 by Mylan,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Decortin] Box of 100 by Mylan,41258022,2017-08-24,,RxNorm Extension,OMOP2455984,Marketed Product,S,prednisolone 50 MG Oral Tablet [Decortin] Box of 100 by Mylan,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 50 by Galen,41258023,2017-08-24,,RxNorm Extension,OMOP2455985,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 50 by Galen,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 20 by Jenapharm,41258024,2017-08-24,,RxNorm Extension,OMOP2455986,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 20 by Jenapharm,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Hefasolon] Box of 120 by Riemser,41258028,2017-08-24,,RxNorm Extension,OMOP2455990,Marketed Product,S,prednisolone 5 MG Oral Tablet [Hefasolon] Box of 120 by Riemser,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Hefasolon] Box of 100 by Riemser,41258029,2017-08-24,,RxNorm Extension,OMOP2455991,Marketed Product,S,prednisolone 5 MG Oral Tablet [Hefasolon] Box of 100 by Riemser,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Stada] Box of 100 by Stada,41258030,2017-08-24,,RxNorm Extension,OMOP2455992,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednisolon Stada] Box of 100 by Stada,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Dermosolon] Box of 50 by DermaPharm,41258031,2017-08-24,,RxNorm Extension,OMOP2455993,Marketed Product,S,prednisolone 10 MG Oral Tablet [Dermosolon] Box of 50 by DermaPharm,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [PREDNISOLONE RATIOPHARM],41277929,2017-08-24,,RxNorm Extension,OMOP2475891,Branded Drug,S,prednisolone 50 MG Oral Tablet [PREDNISOLONE RATIOPHARM],Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Predni Blue] Box of 10,41277930,2017-08-24,,RxNorm Extension,OMOP2475892,Branded Drug Box,S,prednisolone 50 MG Oral Tablet [Predni Blue] Box of 10,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Decortin] Box of 100,41277931,2017-08-24,,RxNorm Extension,OMOP2475893,Branded Drug Box,S,prednisolone 50 MG Oral Tablet [Decortin] Box of 100,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Decortin] Box of 50,41277932,2017-08-24,,RxNorm Extension,OMOP2475894,Branded Drug Box,S,prednisolone 50 MG Oral Tablet [Decortin] Box of 50,Drug,2099-12-31
prednisolone 1 MG Oral Tablet [Deltacortril] Box of 100,41277938,2017-08-24,,RxNorm Extension,OMOP2475900,Branded Drug Box,S,prednisolone 1 MG Oral Tablet [Deltacortril] Box of 100,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Merck] Box of 20,41277942,2017-08-24,,RxNorm Extension,OMOP2475904,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Prednisolon Merck] Box of 20,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Al] Box of 30,41277943,2017-08-24,,RxNorm Extension,OMOP2475905,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Prednisolon Al] Box of 30,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Predni Blue],41277944,2017-08-24,,RxNorm Extension,OMOP2475906,Branded Drug,S,prednisolone 5 MG Oral Tablet [Predni Blue],Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Duraprednisolon] Box of 30,41277945,2017-08-24,,RxNorm Extension,OMOP2475907,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Duraprednisolon] Box of 30,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Decaprednil] Box of 50,41277946,2017-08-24,,RxNorm Extension,OMOP2475908,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Decaprednil] Box of 50,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Al] Box of 50,41277959,2017-08-24,,RxNorm Extension,OMOP2475921,Branded Drug Box,S,prednisolone 10 MG Oral Tablet [Prednisolon Al] Box of 50,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Prednisolon Merck] Box of 50,41309158,2017-08-24,,RxNorm Extension,OMOP2507120,Branded Drug Box,S,prednisolone 50 MG Oral Tablet [Prednisolon Merck] Box of 50,Drug,2099-12-31
prednisolone 50 MG Oral Tablet [Prednihexal] Box of 10,41309159,2017-08-24,,RxNorm Extension,OMOP2507121,Branded Drug Box,S,prednisolone 50 MG Oral Tablet [Prednihexal] Box of 10,Drug,2099-12-31
prednisolone 1 MG Oral Tablet [Decaprednil] Box of 100,41309162,2017-08-24,,RxNorm Extension,OMOP2507124,Branded Drug Box,S,prednisolone 1 MG Oral Tablet [Decaprednil] Box of 100,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednihexal] Box of 20,41309170,2017-08-24,,RxNorm Extension,OMOP2507132,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Prednihexal] Box of 20,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Predni Blue] Box of 20,41309171,2017-08-24,,RxNorm Extension,OMOP2507133,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Predni Blue] Box of 20,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Hefasolon] Box of 50,41309172,2017-08-24,,RxNorm Extension,OMOP2507134,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Hefasolon] Box of 50,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Hefasolon] Box of 20,41309173,2017-08-24,,RxNorm Extension,OMOP2507135,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Hefasolon] Box of 20,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Decortin] Box of 6000,41309174,2017-08-24,,RxNorm Extension,OMOP2507136,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Decortin] Box of 6000,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Decortin] Box of 600,41309175,2017-08-24,,RxNorm Extension,OMOP2507137,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [Decortin] Box of 600,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Merck] Box of 50,41309193,2017-08-24,,RxNorm Extension,OMOP2507155,Branded Drug Box,S,prednisolone 10 MG Oral Tablet [Prednisolon Merck] Box of 50,Drug,2099-12-31
prednisolone 50 MG Oral Tablet Box of 50 by Jenapharm,41196154,2017-08-24,,RxNorm Extension,OMOP2394116,Marketed Product,S,prednisolone 50 MG Oral Tablet Box of 50 by Jenapharm,Drug,2099-12-31
prednisolone 50 MG Oral Tablet Box of 10 by Acis,41196155,2017-08-24,,RxNorm Extension,OMOP2394117,Marketed Product,S,prednisolone 50 MG Oral Tablet Box of 10 by Acis,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 20 by Ge Hc Buchler,41196156,2017-08-24,,RxNorm Extension,OMOP2394118,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 20 by Ge Hc Buchler,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Hefasolon] Box of 50 by Riemser,41196160,2017-08-24,,RxNorm Extension,OMOP2394122,Marketed Product,S,prednisolone 5 MG Oral Tablet [Hefasolon] Box of 50 by Riemser,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 50 by Mibe,41196161,2017-08-24,,RxNorm Extension,OMOP2394123,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 50 by Mibe,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 50 by Ge Hc Buchler,41196162,2017-08-24,,RxNorm Extension,OMOP2394124,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 50 by Ge Hc Buchler,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 50 by Boerner,41196163,2017-08-24,,RxNorm Extension,OMOP2394125,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 50 by Boerner,Drug,2099-12-31
prednisolone 50 MG Oral Tablet Box of 10 by Jenapharm,41227226,2017-08-24,,RxNorm Extension,OMOP2425188,Marketed Product,S,prednisolone 50 MG Oral Tablet Box of 10 by Jenapharm,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 50 by Ge Hc Buchler,41227227,2017-08-24,,RxNorm Extension,OMOP2425189,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 50 by Ge Hc Buchler,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 20 by Galen,41227228,2017-08-24,,RxNorm Extension,OMOP2425190,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 20 by Galen,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Stada] Box of 20 by Stada,41227236,2017-08-24,,RxNorm Extension,OMOP2425198,Marketed Product,S,prednisolone 5 MG Oral Tablet [Prednisolon Stada] Box of 20 by Stada,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Lentia] Box of 30 by Ge Hc Buchler,41227237,2017-08-24,,RxNorm Extension,OMOP2425199,Marketed Product,S,prednisolone 5 MG Oral Tablet [Prednisolon Lentia] Box of 30 by Ge Hc Buchler,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Prednisolon Dura] Box of 100 by Mylan,41227238,2017-08-24,,RxNorm Extension,OMOP2425200,Marketed Product,S,prednisolone 5 MG Oral Tablet [Prednisolon Dura] Box of 100 by Mylan,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [Predni Blue] Box of 50 by Blue,41227239,2017-08-24,,RxNorm Extension,OMOP2425201,Marketed Product,S,prednisolone 5 MG Oral Tablet [Predni Blue] Box of 50 by Blue,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 50 by Orion,41227240,2017-08-24,,RxNorm Extension,OMOP2425202,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 50 by Orion,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednihexal] Box of 100 by Novartis,41227241,2017-08-24,,RxNorm Extension,OMOP2425203,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednihexal] Box of 100 by Novartis,Drug,2099-12-31
prednisolone 10 MG Oral Tablet Box of 100,41240344,2017-08-24,,RxNorm Extension,OMOP2438306,Clinical Drug Box,S,prednisolone 10 MG Oral Tablet Box of 100,Drug,2099-12-31
prednisolone 10 MG Oral Tablet Box of 50,41240345,2017-08-24,,RxNorm Extension,OMOP2438307,Clinical Drug Box,S,prednisolone 10 MG Oral Tablet Box of 50,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 5000,41209376,2017-08-24,,RxNorm Extension,OMOP2407338,Clinical Drug Box,S,prednisolone 5 MG Oral Tablet Box of 5000,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 50,41209377,2017-08-24,,RxNorm Extension,OMOP2407339,Clinical Drug Box,S,prednisolone 5 MG Oral Tablet Box of 50,Drug,2099-12-31
prednisolone 10 MG Oral Tablet Box of 5000,41209383,2017-08-24,,RxNorm Extension,OMOP2407345,Clinical Drug Box,S,prednisolone 10 MG Oral Tablet Box of 5000,Drug,2099-12-31
prednisolone 50 MG Oral Tablet Box of 10,41146911,2017-08-24,,RxNorm Extension,OMOP2344873,Clinical Drug Box,S,prednisolone 50 MG Oral Tablet Box of 10,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 100 by Galen,41289145,2017-08-24,,RxNorm Extension,OMOP2487107,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 100 by Galen,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 50 by Jenapharm,41289146,2017-08-24,,RxNorm Extension,OMOP2487108,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 50 by Jenapharm,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Merck] Box of 20 by Mylan,41289148,2017-08-24,,RxNorm Extension,OMOP2487110,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednisolon Merck] Box of 20 by Mylan,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednihexal] Box of 20 by Novartis,41289149,2017-08-24,,RxNorm Extension,OMOP2487111,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednihexal] Box of 20 by Novartis,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Dermosolon] Box of 100 by DermaPharm,41289150,2017-08-24,,RxNorm Extension,OMOP2487112,Marketed Product,S,prednisolone 10 MG Oral Tablet [Dermosolon] Box of 100 by DermaPharm,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 30 by TEVA,43024862,2019-10-06,,RxNorm Extension,OMOP4839965,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 30 by TEVA,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [SOLUPRED] Box of 30,43024864,2019-10-06,,RxNorm Extension,OMOP4839967,Branded Drug Box,S,prednisolone 5 MG Oral Tablet [SOLUPRED] Box of 30,Drug,2099-12-31
prednisolone 5 MG Oral Tablet [SOLUPRED] Box of 30 by Sanofi,43024814,2019-10-06,,RxNorm Extension,OMOP4839968,Marketed Product,S,prednisolone 5 MG Oral Tablet [SOLUPRED] Box of 30 by Sanofi,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Bristol Labs,36810960,2019-01-28,,RxNorm Extension,OMOP4824997,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Bristol Labs,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Bristol Labs,36812136,2019-01-28,,RxNorm Extension,OMOP4826169,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Bristol Labs,Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution by Alliance,40716271,2018-06-04,,RxNorm Extension,OMOP4740874,Marketed Product,S,5 ML prednisolone 1 MG/ML Oral Solution by Alliance,Drug,2099-12-31
5 ML prednisolone 1 MG/ML Oral Solution Box of 10 by Alliance,40716270,2018-06-04,,RxNorm Extension,OMOP4740875,Marketed Product,S,5 ML prednisolone 1 MG/ML Oral Solution Box of 10 by Alliance,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Mylan Seiyaku,35150648,2019-03-11,,RxNorm Extension,OMOP4807696,Marketed Product,S,prednisolone 1 MG Oral Tablet by Mylan Seiyaku,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Asahi Kasei,35145109,2019-03-11,,RxNorm Extension,OMOP4802202,Marketed Product,S,prednisolone 1 MG Oral Tablet by Asahi Kasei,Drug,2099-12-31
prednisolone 1 MG Oral Tablet [Prelon],35132472,2019-03-11,,RxNorm Extension,OMOP4789697,Branded Drug,S,prednisolone 1 MG Oral Tablet [Prelon],Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Generics,21128906,2017-08-24,,RxNorm Extension,OMOP389207,Marketed Product,S,prednisolone 1 MG Oral Tablet by Generics,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Mawdsley-Brooks,21040699,2017-08-24,,RxNorm Extension,OMOP389218,Marketed Product,S,prednisolone 1 MG Oral Tablet by Mawdsley-Brooks,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Boston,21168396,2017-08-24,,RxNorm Extension,OMOP389229,Marketed Product,S,prednisolone 1 MG Oral Tablet by Boston,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Kent,21099578,2017-08-24,,RxNorm Extension,OMOP389240,Marketed Product,S,prednisolone 1 MG Oral Tablet by Kent,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Sigma-Tau,21070245,2017-08-24,,RxNorm Extension,OMOP389251,Marketed Product,S,prednisolone 1 MG Oral Tablet by Sigma-Tau,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Alliance,21060295,2017-08-24,,RxNorm Extension,OMOP389262,Marketed Product,S,prednisolone 1 MG Oral Tablet by Alliance,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Waymade,21050461,2017-08-24,,RxNorm Extension,OMOP389273,Marketed Product,S,prednisolone 1 MG Oral Tablet by Waymade,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by DE,21021102,2017-08-24,,RxNorm Extension,OMOP389284,Marketed Product,S,prednisolone 1 MG Oral Tablet by DE,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Co-Pharma,21089674,2017-08-24,,RxNorm Extension,OMOP389295,Marketed Product,S,prednisolone 1 MG Oral Tablet by Co-Pharma,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by A A H,21099579,2017-08-24,,RxNorm Extension,OMOP389306,Marketed Product,S,prednisolone 1 MG Oral Tablet by A A H,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by TEVA,21148653,2017-08-24,,RxNorm Extension,OMOP389318,Marketed Product,S,prednisolone 1 MG Oral Tablet by TEVA,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Actavis,21040700,2017-08-24,,RxNorm Extension,OMOP389329,Marketed Product,S,prednisolone 1 MG Oral Tablet by Actavis,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Dowelhurst,21040701,2017-08-24,,RxNorm Extension,OMOP389339,Marketed Product,S,prednisolone 1 MG Oral Tablet by Dowelhurst,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Boots,21109434,2017-08-24,,RxNorm Extension,OMOP389349,Marketed Product,S,prednisolone 1 MG Oral Tablet by Boots,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Wockhardt,21158592,2017-08-24,,RxNorm Extension,OMOP389360,Marketed Product,S,prednisolone 1 MG Oral Tablet by Wockhardt,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Almus,21040702,2017-08-24,,RxNorm Extension,OMOP389371,Marketed Product,S,prednisolone 1 MG Oral Tablet by Almus,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28,21148654,2017-08-24,,RxNorm Extension,OMOP389382,Clinical Drug Box,S,prednisolone 1 MG Oral Tablet Box of 28,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Generics,21079961,2017-08-24,,RxNorm Extension,OMOP389393,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Generics,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Mawdsley-Brooks,21099580,2017-08-24,,RxNorm Extension,OMOP389403,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Mawdsley-Brooks,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Kent,21079962,2017-08-24,,RxNorm Extension,OMOP389414,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Kent,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Alliance,21021103,2017-08-24,,RxNorm Extension,OMOP389426,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Alliance,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Waymade,21128907,2017-08-24,,RxNorm Extension,OMOP389436,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Waymade,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by DE,21168397,2017-08-24,,RxNorm Extension,OMOP389446,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by DE,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Co-Pharma,21158593,2017-08-24,,RxNorm Extension,OMOP389457,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Co-Pharma,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by A A H,21128908,2017-08-24,,RxNorm Extension,OMOP389467,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by A A H,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by TEVA,21148655,2017-08-24,,RxNorm Extension,OMOP389477,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by TEVA,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Actavis,21070246,2017-08-24,,RxNorm Extension,OMOP389488,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Actavis,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Dowelhurst,21070247,2017-08-24,,RxNorm Extension,OMOP389497,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Dowelhurst,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Boots,21021104,2017-08-24,,RxNorm Extension,OMOP389508,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Boots,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Wockhardt,21089675,2017-08-24,,RxNorm Extension,OMOP389516,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Wockhardt,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Almus,21070248,2017-08-24,,RxNorm Extension,OMOP389526,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Almus,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 100,21148656,2017-08-24,,RxNorm Extension,OMOP389536,Clinical Drug Box,S,prednisolone 1 MG Oral Tablet Box of 100,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 100 by Boston,21148657,2017-08-24,,RxNorm Extension,OMOP389546,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 100 by Boston,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 100 by Sigma-Tau,21021105,2017-08-24,,RxNorm Extension,OMOP389557,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 100 by Sigma-Tau,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 500,21030820,2017-08-24,,RxNorm Extension,OMOP389568,Clinical Drug Box,S,prednisolone 1 MG Oral Tablet Box of 500,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 500 by Kent,21128909,2017-08-24,,RxNorm Extension,OMOP389579,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 500 by Kent,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 1000,21128910,2017-08-24,,RxNorm Extension,OMOP389590,Clinical Drug Box,S,prednisolone 1 MG Oral Tablet Box of 1000,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 1000 by Alliance,21138806,2017-08-24,,RxNorm Extension,OMOP389601,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 1000 by Alliance,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet by Focus,21168400,2017-08-24,,RxNorm Extension,OMOP390060,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet by Focus,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet by Sigma-Tau,21119129,2017-08-24,,RxNorm Extension,OMOP390070,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet by Sigma-Tau,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet by Alliance,21168401,2017-08-24,,RxNorm Extension,OMOP390079,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet by Alliance,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet by DE,21089678,2017-08-24,,RxNorm Extension,OMOP390088,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet by DE,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet by AMCo,21050464,2017-08-24,,RxNorm Extension,OMOP390098,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet by AMCo,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet by A A H,21158595,2017-08-24,,RxNorm Extension,OMOP390109,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet by A A H,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet by Sovereign,21138809,2017-08-24,,RxNorm Extension,OMOP390120,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet by Sovereign,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet Box of 30,21099584,2017-08-24,,RxNorm Extension,OMOP390131,Clinical Drug Box,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 30,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Focus,21099585,2017-08-24,,RxNorm Extension,OMOP390142,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Focus,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Sigma-Tau,21089679,2017-08-24,,RxNorm Extension,OMOP390152,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Sigma-Tau,Drug,2099-12-31
